2.000	24.911	1.017	0.000	3.050	21.352	2.542	4.575	11.185	6.101	19.319	2.542	0.000	11.185	0.508	0.000	0.000	0.508	5.084	10.168	5.592	1.525	3.559	6.101	0.000	1.525	1.017	21.352	0.508	16.268	10.676	6.609	6.609	6.609	2.542	0.000	2.542	5.592	0.000	54.398	6.101	6.101	0.000	11.185	3.050	0.508	0.000	0.508	0.508	1.525	6.609	9.151	70.158	4.575	0.508	2.542	0.000	7.626	23.894	0.508	0.000	0.508	1.017	1.525	0.000	7.117	1.017	7.117	2.542	4.067	0.000
1.000	21.691	0.443	3.541	0.885	5.312	18.592	3.099	1.771	8.853	17.264	4.427	3.099	5.755	1.328	0.443	0.000	1.328	1.328	7.083	4.869	0.885	4.869	5.755	0.000	0.000	15.494	1.771	7.083	31.430	0.885	12.838	3.541	5.312	2.213	0.443	2.213	9.739	0.000	73.484	3.099	2.213	1.328	5.312	0.885	0.443	2.213	3.099	0.885	2.656	3.099	15.936	110.226	6.197	0.443	2.213	0.000	9.296	36.742	0.000	4.869	0.885	1.328	1.771	0.443	6.640	3.541	10.181	10.181	4.427	0.000
1.000	26.919	1.994	0.997	1.994	6.979	22.931	2.991	2.991	9.970	23.928	1.994	1.994	1.994	0.000	0.000	0.000	0.997	1.994	8.973	2.991	2.991	1.994	4.985	0.000	0.997	13.958	2.991	2.991	24.925	1.994	10.967	6.979	0.997	0.000	0.000	3.988	0.000	0.000	80.758	3.988	2.991	0.997	11.964	0.000	0.997	1.994	2.991	0.000	2.991	1.994	12.961	101.695	1.994	0.000	3.988	0.000	7.976	34.895	0.000	2.991	0.997	1.994	0.000	5.982	10.967	0.000	0.997	3.988	8.973	0.000
1.000	13.849	2.885	5.193	0.000	6.924	25.389	2.885	10.387	11.541	20.773	2.885	4.616	5.193	1.154	0.577	0.000	1.154	2.885	3.462	5.770	0.000	0.577	6.347	0.000	0.000	15.580	4.616	1.731	28.275	2.885	13.272	5.770	0.577	4.616	0.000	1.731	6.924	0.000	59.435	2.885	1.154	1.731	7.501	1.154	0.000	3.462	4.039	1.731	2.308	3.462	17.311	92.325	5.770	0.000	3.462	0.577	7.501	46.740	0.577	7.501	0.000	0.000	2.308	0.577	11.541	1.154	3.462	6.347	2.885	0.000
1.000	19.920	3.984	5.976	1.328	5.976	19.920	5.312	2.656	11.288	23.904	3.320	5.976	7.968	0.664	0.664	0.000	0.664	1.328	10.624	7.304	3.984	9.296	0.000	0.000	3.984	13.280	1.992	2.656	26.560	0.000	12.616	3.320	1.328	0.664	0.000	1.992	7.304	0.000	57.105	1.992	4.648	1.328	3.984	0.664	2.656	3.320	3.984	0.664	1.992	3.984	13.280	92.961	7.968	0.000	0.664	0.000	8.632	49.801	0.000	1.328	7.304	1.328	0.664	0.664	9.960	8.632	8.632	5.312	4.648	0.000
2.000	18.465	4.373	0.486	4.373	29.155	2.915	2.430	11.662	3.401	11.662	3.887	4.373	11.176	1.458	0.486	0.972	1.458	0.486	5.831	8.260	0.486	2.430	4.373	11.662	0.486	1.458	27.697	3.401	5.345	8.746	1.458	1.458	1.458	0.972	0.486	2.430	8.260	0.486	62.196	4.859	1.458	2.915	6.317	0.000	0.000	1.458	1.944	0.486	1.944	3.401	13.120	100.097	3.401	0.000	2.430	0.000	4.373	47.619	0.000	0.000	9.232	2.915	1.458	0.000	7.775	0.000	0.486	8.260	1.458	0.000
2.000	18.727	2.809	0.312	5.306	24.657	1.561	1.873	10.300	3.433	13.733	9.988	2.185	11.236	1.248	1.561	1.561	1.873	0.000	3.121	10.612	4.682	5.618	5.618	2.809	4.057	4.057	19.351	4.370	10.924	17.166	2.497	2.185	2.497	0.936	0.312	2.185	8.739	0.936	51.810	7.803	1.873	1.561	2.809	0.000	0.312	2.185	1.873	1.873	2.497	1.561	17.790	103.308	2.497	2.497	1.873	0.000	6.866	39.638	0.312	0.936	7.491	1.873	3.121	0.000	7.179	0.312	1.873	8.115	4.057	0.000
1.000	22.545	2.182	5.091	0.727	4.364	32.727	2.182	1.818	5.091	17.818	2.545	3.273	6.909	6.545	0.727	0.000	1.091	1.818	6.182	4.000	0.364	3.636	6.182	0.000	4.000	9.818	2.182	4.364	25.091	2.545	17.818	3.636	2.545	1.818	0.000	3.636	3.636	0.364	78.545	1.818	4.000	2.182	4.727	0.364	1.818	2.182	0.727	0.364	1.455	4.364	14.909	109.455	1.818	0.000	3.273	0.727	10.909	33.818	0.000	4.364	2.182	1.091	1.091	1.091	7.273	1.818	2.182	6.909	9.818	0.000
1.000	27.644	4.407	5.208	0.401	6.010	28.045	1.603	3.606	8.413	17.628	1.202	3.205	8.013	2.003	0.801	0.000	1.202	1.202	7.212	7.612	0.401	3.205	6.010	5.208	0.401	8.413	2.404	2.404	26.442	1.603	3.606	3.606	3.606	0.801	0.000	2.003	8.013	0.401	71.314	2.003	2.003	2.003	4.808	14.022	1.202	1.202	2.003	0.801	2.404	2.404	10.016	74.519	4.407	0.801	3.205	0.401	9.615	33.253	0.000	2.404	0.000	0.801	1.202	1.603	10.016	2.003	6.811	8.814	20.032	0.000
1.000	24.726	4.239	1.060	8.478	30.025	2.119	6.711	8.478	2.473	8.831	4.239	3.886	10.950	0.000	0.706	0.353	0.353	2.826	5.652	3.179	2.119	2.826	5.298	2.473	0.706	2.473	21.547	2.473	22.607	18.368	1.413	4.592	0.353	0.706	0.000	0.353	9.890	0.353	58.990	7.065	3.179	1.060	8.478	2.826	0.353	0.706	1.060	2.826	1.766	0.706	19.781	85.129	3.886	0.706	2.473	0.353	6.711	39.209	1.060	3.532	3.532	1.060	1.060	5.652	12.363	5.652	4.945	5.298	1.766	0.353
