i	i26759940	590.6698711568986	506.66639722222254
i	i26759941	581.6081809825608	505.50223888889224
i	i26759942	573.0582261489734	503.18467499999963
i	i26759943	568.2879584786049	500.6773722222252
i	i26759944	558.3866248811453	492.17641666666987
i	i26759945	552.714013787635	488.8103888888894
i	i26759946	545.1858404120381	486.25925833333764
i	i26759947	535.0794152139484	484.24331666667166
i	i26759948	519.3918950871697	483.3037416666686
i	i26759949	512.699291125202	481.2156611111121
i	i134122617	399.3785305863643	165.32981111111343
i	i134122618	397.9517329635534	165.3856166666635
i	i134122620	397.25299064976195	165.4282194444459
i	i134122621	395.91651679873127	165.45285555555478
i	i134122623	394.1795976228138	165.5401027777714
i	i134122624	393.5498153724289	165.5650111111057
i	i134122626	393.0010164817696	165.58052777777962
i	i134122627	392.3850461172792	165.62054444444001
i	i134122629	391.58733518225296	165.6917305555513
i	i134122630	390.58542694135616	165.80851388888573
i	i134122631	389.797652614891	165.96871666666908
i	i134123750	400.08373169571615	165.30816944444533
i	i148826704	323.6034442155299	384.41071666666306
i	i148826707	323.65342535657396	384.3402111111153
i	i148826720	323.2532781299544	384.3372166666649
i	i148826724	323.35373724246915	384.4190194444412
i	i148826786	323.24324215531374	384.0790138888872
i	i148826805	323.58257733755465	383.9954416666651
i	i148826808	323.6495500792405	384.0817361111122
i	i148826907	350.02260095087803	379.49329444444203
i	i148826911	347.23190443740685	378.3273666666659
i	i148826914	355.058871632335	381.51998888888573
i	i148826917	352.78040729001253	380.6031444444427
i	i148826922	360.90189556260555	383.45589722222115
i	i148826951	344.21425578446303	377.32667777777544
i	i148826953	386.432322028533	384.9361055555601
i	i148826958	387.67201331220895	382.64113611111486
i	i148826961	387.2145318541973	380.6932499999971
i	i148826964	386.83187305863214	378.0690277777755
i	i148826968	386.1871858954057	375.6507416666635
i	i148826970	385.49351125197455	373.44016111111654
i	i148826974	384.75124659271364	371.57639166667155
i	i148826985	370.8642399366032	385.1106000000031
i	i148826989	373.48362931854035	385.13020000000006
i	i148826992	376.14882646592076	385.0982138888923
i	i148826995	378.91319096672356	385.02035833333605
i	i148826999	381.8450866877925	384.9875555555521
i	i148827002	384.43516307448743	384.9584277777821
i	i148827019	355.48316481774276	399.09315833333227
i	i148827023	354.46486117273867	401.8254527777817
i	i148827026	353.2846901743208	404.74299444444216
i	i148827034	382.3189635499256	363.2232527777792
i	i148827037	382.9051240887472	365.4214472222251
i	i148827041	383.4325592710046	367.39982222222056
i	i148827045	384.03332662440033	369.4514249999985
i	i148827066	381.8227293185373	359.24758333333546
i	i148827072	359.0007242472208	390.1559666666647
i	i148827075	349.9531440570589	423.72137499999945
i	i148827077	347.6053221870112	423.72409722222443
i	i148827080	354.88627274168044	423.5272805555595
i	i148827083	352.4212982567293	423.6207888888928
i	i148827086	341.4449229793938	423.8538111111108
i	i148827088	338.55227686212805	423.898319444442
i	i148827092	345.3181136291544	423.78140000000457
i	i148827094	343.25497559429033	423.81270555555847
i	i148827101	356.7327927099798	395.99050555555414
i	i148827105	357.9592683042817	392.91112777777727
i	i148827108	361.2663703645021	384.2867194444425
i	i148827114	357.44643993661265	423.5139416666695
i	i148827122	306.6583469096738	430.46772222221995
i	i148827125	307.3439729001568	428.14403333333314
i	i148827132	305.5825103011041	434.0866444444505
i	i148827135	306.10199619650706	432.35326944444574
i	i148827138	310.67730760698	424.1536638888917
i	i148827142	313.48181600634547	424.113919444447
i	i148827144	307.9523914421539	426.0819500000029
i	i148827147	308.51390919176055	424.2470361111122
i	i148827149	321.91332646592315	423.99455000000023
i	i148827157	324.6586126782837	423.95562222222213
i	i148827160	316.21607258319807	424.07526388889426
i	i148827164	318.98331870048105	424.035927777778
i	i148827172	335.82736069730197	423.7973249999972
i	i148827175	327.3048309033299	423.9180555555613
i	i148827178	330.3151264659257	423.87545277777895
i	i148827189	305.0158255150576	435.9773638888912
i	i148827191	304.6146846275706	437.3158805555615
i	i148827192	304.05853264659146	439.17148333333137
i	i148827196	303.4738625990498	441.12236388888994
i	i148827309	308.8009778129977	423.3026972222226
i	i148827311	309.0659871632328	422.3525055555545
i	i148827313	309.123619492864	421.95655833333774
i	i148827315	309.1205391442104	421.4423305555565
i	i148827316	309.0936109350217	420.6426777777764
i	i148827318	309.05118161648517	419.78545000000037
i	i148827320	309.0082554675078	418.91774166667204
i	i148827322	308.95320665610365	417.8054416666718
i	i148827324	308.8901091917653	416.5293999999966
i	i148827325	308.8224408874793	415.1627083333356
i	i148827327	308.7551700475402	413.80323055556073
i	i148827329	308.6898865293219	412.4824083333386
i	i148827331	308.61178478604825	411.22133888888646
i	i148827333	308.61317591124845	409.7688972222195
i	i148827335	308.7081698890701	408.75555000000253
i	i148827337	308.86566513470973	407.6844916666673
i	i148827338	308.9971264659201	406.7905138888874
i	i148831467	309.41615324880837	403.9916611111102
i	i148831468	309.7064015847929	402.0791638888886
i	i148831469	310.0278508716325	399.9603222222194
i	i148831471	310.3053803486556	398.1311250000042
i	i148831480	311.72840206022687	388.6749416666689
i	i148831482	311.9172969889091	388.1892972222262
i	i148831484	312.37487781300047	387.25775277777575
i	i148831486	312.72752805070917	386.5974777777774
i	i148831488	313.1804386687732	385.94046944444517
i	i148831490	313.6763748019083	385.2816916666672
i	i148831491	314.20420744849855	384.6355722222254
i	i148831493	314.7226003169544	383.9705333333308
i	i148831497	316.78504278921844	381.2963583333377
i	i148831505	318.5319979397766	378.3814027777799
i	i148831510	319.60872884310584	378.17886944444916
i	i148831514	320.3762324881162	378.285444444447
i	i148831516	321.75155847860316	378.29606111111207
i	i148831518	323.21204120443053	378.17886944444916
i	i148831520	323.3186610142666	378.17886944444916
i	i148831531	331.9539713153679	377.6883249999976
i	i148831533	333.93076022186483	377.5671861111147
i	i148831535	336.4650922345413	377.4136527777764
i	i148831537	338.71980808240835	377.28012777778275
i	i148831538	340.8461429477046	377.15191111111676
i	i148831540	342.04578969889747	377.0811333333339
i	i148831542	342.9333275752773	377.11488888888744
i	i148831544	345.29684928684634	377.61128611110786
i	i148831546	318.7025101426308	377.95483055555343
i	i148832851	367.98639936608515	386.1024416666647
i	i148832852	367.92350063392036	387.1047638888882
i	i148832854	367.9598686212293	388.25272500000045
i	i148832856	367.9963359746462	389.25477499999863
i	i157669836	390.1354973058661	384.89336666666503
i	i157669848	392.00020126783403	384.88519999999966
i	i157669852	393.39848082408247	384.94032500000554
i	i157669871	397.4947483359684	384.9979000000014
i	i157669882	399.4332812995295	385.01858888889024
i	i157669892	401.4542881141102	385.0598305555553
i	i157669902	403.4547261489688	385.0598305555553
i	i157669911	405.3725909667141	385.14231388888544
i	i157669920	407.4761709984082	385.1630027777743
i	i157669943	409.3115619651338	385.10107222222035
i	i157669957	411.1676210776613	385.0803833333315
i	i157669967	413.1268221870101	385.0598305555553
i	i184621628	310.3661923930201	397.03420555555545
i	i184625116	312.49143423138344	387.08421111111204
i	i184627067	316.2314743264662	382.0717833333374
i	i184631525	323.3573144215494	384.0038805555559
i	i184655099	323.44664453249044	378.1361305555541
i	i185650446	345.90198874801627	423.78330555555334
i	i185650451	352.2069656101383	407.64352222222766
i	i185650454	350.2560118858971	412.75354166666824
i	i185650455	349.33926038035474	415.06865555556124
i	i185650457	348.6036532488136	416.9890472222228
i	i185650458	347.9320378763844	418.6426611111128
i	i185650459	346.98319112519937	421.10736111111447
i	i185667123	358.2337174326512	392.19150833333725
i	i209256520	361.3763686212309	348.42498055555484
i	i209256530	362.9789448494438	348.3464444444447
i	i209256536	364.4694361331276	348.27934166666614
i	i209256549	365.66848668780005	348.2680444444473
i	i209256555	366.5090244057098	348.2568833333315
i	i209256581	368.0555581616511	348.7387166666669
i	i209256591	368.7055117274111	349.0637499999978
i	i209256603	369.71417686212146	349.534422222227
i	i209256611	370.980498256733	350.1618944444415
i	i209256619	372.1459630744829	350.75588333333747
i	i209256624	373.07612900158676	351.24887777777906
i	i209256789	344.4553179080834	376.9281444444464
i	i209256798	344.7468580031744	376.6487083333386
i	i209256822	345.6704657686241	376.2168277777748
i	i209256846	346.07458763867083	376.1531277777751
i	i209256857	346.4627115689431	376.1561222222255
i	i209256869	344.3215711568992	377.125097222224
i	i209256879	346.86126893818897	376.20566666666866
i	i209256889	347.40847797147455	376.2754916666723
i	i209256902	347.96333819334734	376.3533472222189
i	i209256907	348.46722361330865	376.41037777778325
i	i209256918	349.0324179080753	376.4629166666672
i	i209256929	349.43107464342904	376.4767999999983
i	i209256951	350.561562599056	376.46917777777406
i	i209256965	351.0661435816175	376.4415472222244
i	i209256975	351.64594469097244	376.40969722221973
i	i209256979	352.8983548335957	376.3409611111081
i	i209256984	354.3319093502343	376.2622888888853
i	i209256987	355.7450938193384	376.18647500000014
i	i209256989	357.13313866877274	376.10576111111584
i	i209257008	360.1924217115734	375.94106666667136
i	i209257013	361.96332408874633	375.84578888889234
i	i209257025	363.4234093502409	375.7570444444456
i	i209257042	365.8273730586399	375.6704777777828
i	i209257044	367.09597987321115	375.59575277778
i	i209257055	368.3831681457979	375.50782499999985
i	i209257067	369.7593884310585	375.42806388888505
i	i209257072	371.2700510301175	375.36014444444965
i	i209257083	372.6789627575271	375.27521111111025
i	i209257086	374.30836782884904	375.18183888888973
i	i209257089	376.13312662439944	375.06301388889375
i	i209257090	377.7286478605456	374.98896944444476
i	i209257100	379.10039667195235	374.92132222222506
i	i209257111	380.67356053882924	374.83380277778303
